vomit,blood,y,x,street,lat,urine,eventdate,humanfouling,long
PLACE,51.509686,NO,30/04/2013,NO,-0.1328365 NO,NO,181448,528406,BENTINCK 
MEWS,51.51738,NO,04/01/2013,Yes,-0.1507837 NO,NO,180491,529754,CHARLES II 
STREET,51.508472,NO,04/01/2013,Yes,-0.1317242 NO,NO,178983,530047,HORSEFERRY 
ROAD,51.49485,NO,04/01/2013,Yes,-0.128055 NO,NO,180744,529392,LOWER JOHN 
STREET,51.510826,NO,04/01/2013,Yes,-0.1368394 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,04/01/2013,Yes,-0.1221933 NO,NO,180608,529874,ORANGE 
STREET,51.509495,NO,04/01/2013,Yes,-0.1299477 NO,NO,181752,529282,RIDING HOUSE 
STREET,51.519917,NO,04/01/2013,Yes,-0.1380622 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,04/01/2013,Yes,-0.1224161 NO,NO,180460,529889,WHITCOMB 
STREET,51.50816,NO,04/01/2013,Yes,-0.1297861 NO,NO,181669,528019,BAKER 
STREET,51.51945,Yes,15/08/2013,NO,-0.156278 NO,NO,181654,528991,GREAT PORTLAND 
STREET,51.519096,NO,15/08/2013,Yes,-0.1422818 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,15/08/2013,NO,-0.1308323 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,15/08/2013,NO,-0.1221933 NO,NO,180828,530173,ROSE 
STREET,51.511402,NO,15/08/2013,Yes,-0.1255604 Yes,NO,181094,528532,SOUTH MOLTON 
STREET,51.514175,NO,15/08/2013,NO,-0.1490951 NO,NO,180576,530156,ADELAIDE 
STREET,51.509144,Yes,26/07/2012,NO,-0.1258982 NO,NO,180495,529440,CHURCH 
PLACE,51.50858,Yes,26/07/2012,NO,-0.1362395 Yes,NO,178863,529221,KINGS SCHOLARS' 
PASSAGE,51.49396,NO,26/07/2012,NO,-0.139991 NO,NO,181120,529480,LIVONIA 
STREET,51.514187,Yes,26/07/2012,NO,-0.135434 NO,NO,0,0,Not 
Recorded,0.0,Yes,26/07/2012,Yes,0.0 Yes,NO,181336,528994,REGENT 
STREET,51.516247,NO,26/07/2012,NO,-0.1423526 NO,NO,180875,528816,BOURDON 
STREET,51.512135,Yes,07/12/2012,NO,-0.1450873 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,03/02/2013,NO,-0.133373 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,13/08/2012,NO,-0.12731 NO,NO,181044,528659,HAUNCH OF VENISON 
YARD,51.51369,NO,13/08/2012,Yes,-0.1472868 NO,NO,180380,528999,MAYFAIR 
PLACE,51.507645,NO,13/08/2012,Yes,-0.1426326 NO,NO,180980,528113,NORTH 
ROW,51.51324,NO,13/08/2012,Yes,-0.1551742 NO,NO,181540,528957,Not 
Recorded,51.51808,NO,13/08/2012,Yes,-0.14282 NO,NO,181065,528994,POLLEN 
STREET,51.5138,NO,13/08/2012,Yes,-0.1424541 NO,NO,180931,530411,RUSSELL 
STREET,51.51227,Yes,13/08/2012,NO,-0.1220946 NO,NO,180980,528493,ST ANSELM'S 
PLACE,51.513153,NO,13/08/2012,Yes,-0.1497011 NO,NO,179780,530319,VICTORIA 
EMBANKMENT,51.50195,Yes,13/08/2012,NO,-0.1238448 Yes,NO,181137,528744,DERING 
STREET,51.51451,NO,22/07/2012,Yes,-0.1460328 NO,Yes,180918,529657,WARDOUR 
STREET,51.51233,NO,22/07/2012,NO,-0.1329589 NO,NO,180918,530220,BANBURY 
COURT,51.5122,Yes,17/11/2012,NO,-0.1248502 Yes,NO,0,0,Not 
Recorded,0.0,NO,17/11/2012,NO,0.0 Yes,NO,181336,528994,REGENT 
STREET,51.516247,NO,17/11/2012,NO,-0.1423526 Yes,Yes,181128,525418,WESTBOURNE 
GROVE,51.515175,NO,17/11/2012,NO,-0.1939386 Yes,NO,178709,528691,BUCKINGHAM 
PALACE ROAD,51.492702,NO,06/02/2013,NO,-0.147683 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,06/02/2013,NO,-0.1475102 NO,NO,179115,529198,MORPETH 
TERRACE,51.49623,NO,06/02/2013,Yes,-0.1402299 NO,NO,180373,530015,CHARING 
CROSS,51.50735,Yes,01/08/2013,NO,-0.1280092 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,01/08/2013,NO,-0.149751 Yes,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,01/08/2013,NO,-0.1224161 NO,NO,181446,527455,CATO 
STREET,51.51758,Yes,07/06/2013,NO,-0.1644888 Yes,NO,180918,529657,WARDOUR 
STREET,51.51233,NO,03/12/2012,NO,-0.1329589 Yes,NO,180465,529029,DOVER 
STREET,51.508404,NO,11/08/2012,NO,-0.1421695 Yes,NO,181046,529446,INGESTRE 
PLACE,51.51353,Yes,11/08/2012,NO,-0.1359509 NO,NO,180643,529739,WHITCOMB 
COURT,51.509842,Yes,11/08/2012,NO,-0.131879 NO,NO,180686,530385,BULL INN 
COURT,51.51008,NO,15/12/2012,Yes,-0.1225596 NO,NO,180980,528493,GILBERT 
STREET,51.513153,Yes,20/09/2012,NO,-0.1497011 NO,NO,180741,529932,HUNTS 
COURT,51.510677,Yes,20/09/2012,NO,-0.1290634 NO,NO,180918,529657,WARDOUR 
STREET,51.51233,Yes,20/09/2012,Yes,-0.1329589 NO,NO,181015,528480,WEIGHHOUSE 
STREET,51.513474,Yes,20/09/2012,NO,-0.1498711 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,04/04/2012,NO,-0.12731 Yes,NO,180834,529832,LEICESTER 
PLACE,51.511536,NO,04/04/2012,NO,-0.1304694 Yes,NO,181398,528740,CAVENDISH 
SQUARE,51.516853,NO,03/09/2012,NO,-0.1459909 NO,NO,180841,529704,DANSEY 
PLACE,51.511627,Yes,03/09/2012,NO,-0.1323103 NO,NO,180973,528576,DAVIES 
MEWS,51.513073,NO,03/09/2012,Yes,-0.1485082 NO,NO,181175,529634,DEAN 
STREET,51.514645,NO,03/09/2012,Yes,-0.1331909 NO,NO,180765,530073,GOODWIN'S 
COURT,51.51086,Yes,03/09/2012,NO,-0.1270238 NO,NO,178863,529221,KINGS SCHOLARS' 
PASSAGE,51.49396,NO,03/09/2012,Yes,-0.139991 NO,NO,180231,529507,PALL 
MALL,51.50619,Yes,03/09/2012,NO,-0.135376 NO,NO,180823,529653,RUPERT 
STREET,51.511482,NO,03/09/2012,Yes,-0.1330534
 NO,NO,180966,530834,STRAND,51.51249,Yes,03/09/2012,NO,-0.1159893
 NO,NO,179436,528574,CHESTER MEWS,51.49926,Yes,21/04/2013,Yes,-0.1490971
 Yes,NO,181137,528744,DERING STREET,51.51451,NO,21/04/2013,NO,-0.1460328
 Yes,NO,180669,529629,COVENTRY STREET,51.510105,NO,03/06/2013,NO,-0.1334536
 NO,NO,181080,530459,CROWN COURT,51.513603,Yes,03/06/2013,NO,-0.1213481
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,03/06/2013,Yes,-0.1221933
 NO,NO,180215,528332,PARK LANE,51.506317,NO,03/06/2013,Yes,-0.1523064
 NO,NO,179270,529676,ST MATTHEW STREET,51.497517,Yes,03/06/2013,Yes,-0.1332909
 NO,NO,181094,528532,SOUTH MOLTON STREET,51.514175,Yes,24/05/2013,NO,-0.1490951
 NO,NO,180918,530220,BANBURY COURT,51.5122,Yes,27/05/2013,NO,-0.1248502
 NO,NO,181838,528846,HALLAM MEWS,51.520786,NO,23/01/2013,Yes,-0.1442983
 NO,NO,180861,530453,TAVISTOCK COURT,51.511635,Yes,23/01/2013,NO,-0.1215156
 NO,NO,0,0,Not Recorded,0.0,Yes,16/07/2012,NO,0.0 NO,NO,0,0,Not 
Recorded,0.0,NO,18/04/2012,Yes,0.0 NO,NO,180641,529798,PANTON 
STREET,51.509808,NO,18/04/2012,Yes,-0.1310284 NO,Yes,182168,524964,ELGIN 
AVENUE,51.52462,NO,20/08/2012,NO,-0.2001094 NO,NO,178927,529071,NEATHOUSE 
PLACE,51.49457,Yes,20/08/2012,NO,-0.1421307 NO,NO,0,0,Not 
Recorded,0.0,Yes,20/08/2012,NO,0.0 Yes,NO,181751,527721,UPPER MONTAGU 
STREET,51.520256,NO,20/08/2012,NO,-0.160541 NO,NO,181121,529512,WARDOUR 
MEWS,51.514187,NO,20/08/2012,Yes,-0.1349727 Yes,NO,181807,527894,YORK 
STREET,51.52072,NO,20/08/2012,NO,-0.1580285 Yes,NO,0,0,Not 
Recorded,0.0,NO,21/08/2013,Yes,0.0 NO,NO,181384,527003,STAR 
STREET,51.51712,Yes,21/08/2013,NO,-0.1710163 Yes,NO,181448,529266,MARYLEBONE 
PASSAGE,51.51718,NO,21/02/2013,NO,-0.138396 NO,NO,181752,529282,RIDING HOUSE 
STREET,51.519917,NO,21/02/2013,Yes,-0.1380622 NO,NO,181121,529761,BATEMAN'S 
BUILDINGS,51.514133,NO,20/08/2013,Yes,-0.1313876 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,20/08/2013,NO,-0.149751 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,20/08/2013,NO,-0.1475102 NO,NO,181046,529446,INGESTRE 
PLACE,51.51353,Yes,20/08/2013,NO,-0.1359509 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,NO,20/08/2013,Yes,-0.1221933 NO,NO,0,0,Not 
Recorded,0.0,NO,20/08/2013,Yes,0.0 NO,NO,181776,527493,SEYMOUR 
PLACE,51.52054,NO,20/08/2013,Yes,-0.1638199 NO,NO,180836,528120,LEES 
PLACE,51.511944,NO,14/04/2012,Yes,-0.1551257 Yes,NO,0,0,Not 
Recorded,0.0,NO,30/06/2012,NO,0.0 Yes,NO,180501,529612,CARLTON 
STREET,51.508595,NO,06/05/2013,NO,-0.1337602 NO,NO,181080,530459,CROWN 
COURT,51.513603,NO,06/05/2013,Yes,-0.1213481 NO,NO,178256,528945,CUMBERLAND 
STREET,51.48857,NO,06/05/2013,Yes,-0.1441861 NO,NO,181137,528744,DERING 
STREET,51.51451,NO,06/05/2013,Yes,-0.1460328 NO,NO,181032,530423,MARTLETT 
COURT,51.51318,NO,06/05/2013,Yes,-0.1218844 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,NO,06/05/2013,Yes,-0.133373 Yes,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,NO,19/08/2012,NO,-0.133373 NO,NO,181024,528644,GLOBE 
YARD,51.513515,Yes,23/11/2012,Yes,-0.1475102 NO,NO,180295,530405,VICTORIA 
EMBANKMENT,51.50656,NO,23/11/2012,Yes,-0.1224161 Yes,NO,181194,529579,CARLISLE 
STREET,51.514828,NO,22/11/2012,NO,-0.1339809 NO,NO,181472,527269,EDGWARE 
ROAD,51.517857,Yes,22/11/2012,NO,-0.1671549 NO,NO,181024,528644,GLOBE 
YARD,51.513515,NO,12/09/2012,Yes,-0.1475102 NO,NO,180765,530073,GOODWIN'S 
COURT,51.51086,Yes,12/09/2012,NO,-0.1270238 NO,NO,181044,528659,HAUNCH OF 
VENISON YARD,51.51369,Yes,12/09/2012,NO,-0.1472868 NO,Yes,0,0,Not 
Recorded,0.0,NO,12/09/2012,Yes,0.0 NO,Yes,181251,529112,OXFORD 
STREET,51.51545,NO,12/09/2012,NO,-0.1406854 NO,NO,180779,525415,CHEPSTOW 
PLACE,51.51204,NO,30/08/2012,Yes,-0.1941059 NO,NO,181182,525325,CHEPSTOW 
ROAD,51.51568,NO,30/08/2012,Yes,-0.195259 NO,Yes,181065,528994,HANOVER 
STREET,51.5138,NO,30/08/2012,NO,-0.1424541 Yes,NO,180624,530035,HANWAY 
STREET,51.509605,NO,30/08/2012,NO,-0.1276298 NO,NO,181158,525412,HEREFORD 
MEWS,51.515446,Yes,30/08/2012,NO,-0.1940143 NO,NO,0,0,Not 
Recorded,0.0,NO,30/08/2012,Yes,0.0 Yes,NO,181672,524748,ST LUKE'S 
ROAD,51.52021,NO,30/08/2012,NO,-0.2033968
 Yes,NO,180671,529636,HAYMARKET,51.510117,NO,01/09/2013,NO,-0.1333568
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,01/09/2013,Yes,-0.133373
 Yes,NO,180576,530156,ADELAIDE STREET,51.509144,NO,14/07/2013,NO,-0.1258982
 Yes,NO,181075,529680,BATEMAN STREET,51.513737,NO,14/11/2012,NO,-0.1325699
 NO,NO,180890,530181,CONDUIT COURT,51.51196,Yes,14/11/2012,Yes,-0.1254223
 NO,NO,178750,528546,ELIZABETH STREET,51.493107,Yes,14/11/2012,Yes,-0.149751
 Yes,NO,180764,529876,LEICESTER SQUARE,51.510895,NO,14/11/2012,Yes,-0.1298614
 NO,NO,0,0,Not Recorded,0.0,Yes,14/11/2012,Yes,0.0 NO,NO,181248,526734,PRAED 
STREET,51.515957,Yes,14/11/2012,NO,-0.1749476 NO,NO,180828,530173,ROSE 
STREET,51.511402,NO,14/11/2012,Yes,-0.1255604 Yes,NO,180918,529657,WARDOUR 
STREET,51.51233,NO,14/11/2012,NO,-0.1329589 NO,NO,181807,527894,YORK 
STREET,51.52072,NO,14/11/2012,Yes,-0.1580285 NO,NO,181686,527741,CRAWFORD 
STREET,51.51967,NO,18/08/2013,Yes,-0.1602764 Yes,NO,180890,530180,FLORAL 
STREET,51.511963,NO,18/08/2013,NO,-0.1254428 NO,NO,180858,529785,GERRARD 
STREET,51.51176,Yes,18/08/2013,NO,-0.1311374 Yes,NO,180729,529810,LEICESTER 
SQUARE,51.510597,NO,18/08/2013,NO,-0.1308323 Yes,NO,180608,529874,ORANGE 
STREET,51.509495,NO,18/08/2013,NO,-0.1299477 Yes,NO,180782,529619,SHAFTESBURY 
AVENUE,51.511116,NO,18/08/2013,NO,-0.1335539 NO,NO,179270,529676,ST MATTHEW 
STREET,51.497517,NO,18/08/2013,Yes,-0.1332909 NO,NO,179096,529103,ASHLEY 
PLACE,51.496082,NO,05/12/2012,Yes,-0.141601 NO,NO,179382,529536,CAXTON 
STREET,51.498554,NO,05/12/2012,Yes,-0.1352655 Yes,NO,181472,527269,EDGWARE 
ROAD,51.517857,NO,05/12/2012,NO,-0.1671549 NO,NO,181269,527155,CAMBRIDGE 
SQUARE,51.516056,NO,23/04/2013,Yes,-0.1688692 NO,NO,180497,528384,CHAPEL 
PLACE,51.50884,NO,23/04/2013,Yes,-0.1514468 NO,NO,180703,530410,LUMLEY 
COURT,51.510223,Yes,23/04/2013,Yes,-0.1221933 NO,NO,181032,530423,MARTLETT 
COURT,51.51318,Yes,23/04/2013,NO,-0.1218844 Yes,NO,180611,530085,WILLIAM IV 
STREET,51.509476,NO,23/04/2013,Yes,-0.1269071 NO,NO,0,0,Not 
Recorded,0.0,Yes,27/05/2012,NO,0.0 NO,NO,180495,529440,CHURCH 
PLACE,51.50858,Yes,13/07/2013,NO,-0.1362395 Yes,NO,180415,529298,JERMYN 
STREET,51.507893,NO,13/07/2013,NO,-0.1383138 NO,NO,182029,528151,LUXBOROUGH 
STREET,51.52266,NO,13/07/2013,Yes,-0.1542456 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,13/07/2013,NO,-0.133373 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,10/05/2013,NO,-0.12731 NO,NO,181676,527481,HARCOURT 
STREET,51.519638,NO,10/05/2013,Yes,-0.1640254
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,10/05/2013,NO,-0.1497623
 NO,NO,181752,529282,RIDING HOUSE STREET,51.519917,NO,10/05/2013,Yes,-0.1380622
 NO,NO,179270,529676,ST MATTHEW STREET,51.497517,NO,10/05/2013,Yes,-0.1332909
 NO,NO,181446,527455,CATO STREET,51.51758,Yes,22/05/2013,Yes,-0.1644888
 NO,NO,180575,529637,ST JAMES'S MARKET,51.50925,Yes,22/05/2013,NO,-0.133373
 Yes,NO,180782,529619,SHAFTESBURY AVENUE,51.511116,NO,29/12/2012,NO,-0.1335539
 Yes,NO,180415,529298,JERMYN STREET,51.507893,NO,31/03/2013,NO,-0.1383138
 Yes,NO,180729,529810,LEICESTER SQUARE,51.510597,NO,31/03/2013,NO,-0.1308323
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,31/03/2013,NO,-0.133373
 NO,NO,180575,529637,ST JAMES'S MARKET,51.50925,Yes,31/03/2013,NO,-0.133373
 NO,NO,180769,529956,CRANBOURN ALLEY,51.51092,Yes,19/05/2012,NO,-0.1287074
 NO,NO,181085,529500,BERWICK STREET,51.513866,NO,06/11/2012,Yes,-0.1351638
 Yes,NO,178891,528707,ECCLESTON PLACE,51.49433,NO,06/11/2012,NO,-0.1473808
 NO,NO,180765,530073,GOODWIN'S COURT,51.51086,NO,06/11/2012,Yes,-0.1270238
 NO,Yes,180703,530410,LUMLEY COURT,51.510223,Yes,06/11/2012,NO,-0.1221933
 Yes,NO,182315,525870,SUTHERLAND AVENUE,51.52574,NO,06/11/2012,NO,-0.1870042
 NO,NO,180256,530939,WATERLOO BRIDGE,51.506084,NO,06/11/2012,Yes,-0.1147406
 NO,NO,181141,531124,BELL YARD,51.513996,NO,18/12/2012,Yes,-0.111752
 NO,Yes,181336,528994,REGENT STREET,51.516247,NO,18/12/2012,NO,-0.1423526
 NO,NO,180611,530085,WILLIAM IV STREET,51.509476,Yes,18/12/2012,NO,-0.1269071
 NO,NO,180703,530410,LUMLEY COURT,51.510223,NO,12/03/2013,Yes,-0.1221933
 Yes,NO,180667,529553,PICCADILLY CIRCUS,51.510098,NO,12/03/2013,NO,-0.134549
 NO,NO,181855,528978,BOLSOVER STREET,51.520912,Yes,21/03/2013,NO,-0.1423966
 NO,NO,181173,529769,Not Recorded,51.514595,Yes,21/03/2013,NO,-0.131252
 Yes,NO,180608,529874,ORANGE STREET,51.509495,NO,21/03/2013,NO,-0.1299477
 Yes,NO,181251,529112,OXFORD STREET,51.51545,NO,21/03/2013,NO,-0.1406854
 Yes,NO,179863,528517,PICCADILLY,51.50311,NO,21/03/2013,NO,-0.1497623
 NO,NO,180460,529889,WHITCOMB STREET,51.50816,Yes,21/03/2013,NO,-0.1297861
 Yes,NO,180918,530220,BANBURY COURT,51.5122,NO,23/10/2012,NO,-0.1248502
 Yes,NO,178790,528901,BRIDGE PLACE,51.49338,NO,23/10/2012,NO,-0.1446252
 Yes,NO,178867,528760,ECCLESTON BRIDGE,51.494102,NO,23/10/2012,NO,-0.1466265
 NO,NO,180765,530073,GOODWIN'S COURT,51.51086,NO,23/10/2012,Yes,-0.1270238
 Yes,NO,180733,529596,GREAT WINDMILL 
STREET,51.510685,NO,23/10/2012,NO,-0.1339126 NO,NO,181046,528574,SOUTH MOLTON 
PASSAGE,51.51373,Yes,23/10/2012,NO,-0.1485104 Yes,NO,180918,529657,WARDOUR 
STREET,51.51233,NO,23/10/2012,NO,-0.1329589 NO,NO,181173,531112,ANDREWS 
CROSSE,51.514286,Yes,12/07/2013,NO,-0.1119085 NO,NO,181137,528744,DERING 
STREET,51.51451,Yes,12/07/2013,NO,-0.1460328 NO,NO,178587,529670,DOUGLAS 
STREET,51.49138,Yes,12/07/2013,NO,-0.1336281 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,12/07/2013,NO,-0.149751 NO,NO,181795,529049,GREAT 
TITCHFIELD STREET,51.52035,Yes,12/07/2013,NO,-0.1413947
 Yes,NO,180819,530197,KING STREET,51.51132,NO,12/07/2013,NO,-0.1252219
 Yes,NO,182279,525565,SHIRLAND ROAD,51.525486,NO,12/07/2013,NO,-0.1914112
 NO,NO,181094,528532,SOUTH MOLTON STREET,51.514175,Yes,12/07/2013,NO,-0.1490951
 NO,NO,180575,529637,ST ALBAN'S STREET,51.50925,Yes,12/07/2013,NO,-0.133373
 NO,NO,180966,530834,STRAND,51.51249,Yes,12/07/2013,NO,-0.1159893
 NO,NO,178643,529337,TACHBROOK STREET,51.49196,NO,12/07/2013,Yes,-0.1384015
 NO,Yes,178453,528797,WARWICK WAY,51.490376,NO,12/07/2013,NO,-0.1462504
 Yes,NO,180576,530156,ADELAIDE STREET,51.509144,NO,17/07/2012,NO,-0.1258982
 NO,NO,180836,528120,LEES PLACE,51.511944,NO,17/07/2012,Yes,-0.1551257
 NO,NO,180179,528573,SHEPHERD STREET,51.505943,NO,17/07/2012,Yes,-0.1488355
 NO,NO,180185,530111,WHITEHALL,51.505646,Yes,17/07/2012,NO,-0.1266961
 NO,NO,182100,528415,MARYLEBONE ROAD,51.52324,Yes,11/04/2013,Yes,-0.1504129
 NO,NO,181046,528574,SOUTH MOLTON PASSAGE,51.51373,Yes,11/04/2013,NO,-0.1485104
 NO,NO,180643,529739,WHITCOMB COURT,51.509842,NO,11/04/2013,Yes,-0.131879
 NO,NO,181156,525331,BOTTS MEWS,51.515446,NO,31/08/2012,Yes,-0.1951818
 Yes,NO,180373,530015,CHARING CROSS,51.50735,NO,31/08/2012,NO,-0.1280092
 NO,NO,181318,525058,COURTNELL STREET,51.51696,NO,31/08/2012,Yes,-0.1990566
 NO,NO,180765,530073,GOODWIN'S COURT,51.51086,NO,31/08/2012,Yes,-0.1270238
 NO,NO,179777,528072,KNIGHTSBRIDGE,51.502438,Yes,31/08/2012,NO,-0.1562014
 NO,NO,181361,525225,NORTHUMBERLAND PLACE,51.51731,NO,31/08/2012,Yes,-0.1966358
 NO,NO,181156,525331,BOTTS MEWS,51.515446,Yes,27/03/2013,NO,-0.1951818
 NO,NO,178875,529170,GILLINGHAM ROW,51.49408,NO,27/03/2013,Yes,-0.1407208
 Yes,NO,180608,529874,ORANGE STREET,51.509495,NO,27/03/2013,NO,-0.1299477
 Yes,NO,178307,529244,CHARLWOOD STREET,51.48896,NO,24/08/2012,NO,-0.1398633
 Yes,NO,178983,530047,HORSEFERRY ROAD,51.49485,NO,24/08/2012,NO,-0.128055
 NO,NO,181120,529480,LIVONIA STREET,51.514187,Yes,24/08/2012,NO,-0.135434
 Yes,NO,181336,528994,REGENT STREET,51.516247,NO,24/08/2012,NO,-0.1423526
 NO,NO,180988,531053,DEVEREUX COURT,51.512638,NO,31/12/2012,Yes,-0.112827
 Yes,NO,180729,529810,LEICESTER SQUARE,51.510597,NO,31/12/2012,NO,-0.1308323
 NO,NO,179040,529780,MEDWAY STREET,51.495426,NO,31/12/2012,Yes,-0.1318781
 NO,NO,180741,529932,HUNTS COURT,51.510677,Yes,16/03/2013,NO,-0.1290634
 Yes,NO,180796,529770,LEICESTER STREET,51.511208,NO,16/03/2013,NO,-0.1313763
 NO,NO,181173,531112,ANDREWS CROSSE,51.514286,Yes,24/09/2012,NO,-0.1119085
 NO,NO,180511,530069,DUNCANNON STREET,51.50858,NO,24/09/2012,Yes,-0.1271751
 NO,NO,180311,530351,NORTHUMBERLAND AVENUE,51.50672,NO,24/09/2012,Yes,-0.1231922
 NO,NO,181156,525331,BOTTS MEWS,51.515446,NO,29/01/2013,Yes,-0.1951818
 Yes,NO,182367,524415,HARROW ROAD,51.52653,NO,29/01/2013,NO,-0.2079486
 Yes,NO,182939,527231,PRINCE ALBERT ROAD,51.531044,NO,29/01/2013,NO,-0.1671707
 NO,NO,180531,529506,BABMAES STREET,51.50889,NO,01/07/2013,Yes,-0.1352758
 NO,NO,178709,528691,BUCKINGHAM PALACE 
ROAD,51.492702,Yes,01/07/2013,NO,-0.147683 Yes,NO,181033,527687,CONNAUGHT 
PLACE,51.51382,Yes,01/07/2013,NO,-0.161298 NO,NO,181333,527466,FORSET 
STREET,51.51656,Yes,01/07/2013,NO,-0.1643671 NO,NO,180978,529525,HOPKINS 
STREET,51.5129,Yes,01/07/2013,NO,-0.134838 NO,NO,180861,529518,LEXINGTON 
STREET,51.51185,Yes,01/07/2013,NO,-0.1349818 NO,NO,181102,529447,PORTLAND 
MEWS,51.51403,NO,01/07/2013,Yes,-0.1359159 NO,NO,180273,530027,SPRING 
GARDENS,51.50645,NO,01/07/2013,Yes,-0.1278677 Yes,NO,180575,529637,ST JAMES'S 
MARKET,51.50925,Yes,01/07/2013,NO,-0.133373
 NO,NO,180966,530834,STRAND,51.51249,Yes,01/07/2013,Yes,-0.1159893
 NO,NO,180295,530405,VICTORIA EMBANKMENT,51.50656,Yes,01/07/2013,Yes,-0.1224161
 NO,NO,180576,530156,ADELAIDE STREET,51.509144,Yes,01/08/2012,NO,-0.1258982
 NO,NO,180684,529021,CORK STREET MEWS,51.510372,Yes,01/08/2012,NO,-0.1422046
 NO,NO,180297,530065,CRAIG'S COURT,51.506664,Yes,01/08/2012,NO,-0.12731
 NO,NO,180741,529932,HUNTS COURT,51.510677,Yes,01/08/2012,NO,-0.1290634
 NO,NO,0,0,Not Recorded,0.0,Yes,01/08/2012,NO,0.0 NO,NO,180575,529637,ST ALBAN'S 
STREET,51.50925,Yes,01/08/2012,NO,-0.133373 Yes,NO,179080,529113,CARLISLE 
PLACE,51.495937,NO,08/05/2013,NO,-0.1414665 NO,NO,181707,528761,Not 
Recorded,51.519627,NO,08/05/2013,Yes,-0.1455756 NO,NO,181022,529590,TYLER'S 
COURT,51.51328,Yes,08/05/2013,NO,-0.1338857 NO,NO,180460,529889,WHITCOMB 
STREET,51.50816,NO,08/05/2013,Yes,-0.1297861 NO,NO,180950,528333,BROWN HART 
GARDENS,51.51292,NO,02/12/2012,Yes,-0.1520165 Yes,NO,180667,529553,PICCADILLY 
CIRCUS,51.510098,NO,02/12/2012,NO,-0.134549 NO,NO,182024,526832,VENABLES 
STREET,51.52291,Yes,02/12/2012,NO,-0.1732492 NO,NO,179852,528348,HYDE PARK 
CORNER,51.503048,Yes,16/09/2012,NO,-0.1521999 Yes,NO,180786,529438,BREWER 
STREET,51.511192,NO,05/04/2013,NO,-0.1361615 NO,NO,180745,530488,EXETER 
STREET,51.510586,NO,05/04/2013,Yes,-0.1210544 NO,NO,181120,529480,LIVONIA 
STREET,51.514187,NO,05/04/2013,Yes,-0.135434 NO,NO,181752,529282,RIDING HOUSE 
STREET,51.519917,NO,05/04/2013,Yes,-0.1380622 NO,Yes,181151,528683,VERE 
STREET,51.51465,NO,05/04/2013,NO,-0.1469021 Yes,NO,181472,527269,EDGWARE 
ROAD,51.517857,NO,10/12/2012,NO,-0.1671549 NO,NO,180215,528332,PARK 
LANE,51.506317,Yes,10/12/2012,NO,-0.1523064 Yes,NO,182766,527238,PARK 
ROAD,51.529495,NO,10/12/2012,NO,-0.1671315 NO,NO,0,0,Not 
Recorded,0.0,NO,26/09/2012,Yes,0.0 Yes,NO,180722,530166,BEDFORD 
COURT,51.510452,Yes,13/11/2012,NO,-0.1257003 NO,NO,181633,529351,BERNERS 
MEWS,51.518826,NO,13/11/2012,Yes,-0.1371038 NO,NO,178750,528546,ELIZABETH 
STREET,51.493107,Yes,13/11/2012,NO,-0.149751 NO,NO,180311,530351,EMBANKMENT 
PLACE,51.50672,NO,13/11/2012,Yes,-0.1231922 NO,NO,181739,527681,KNOX 
STREET,51.520157,NO,13/11/2012,Yes,-0.1611215 NO,NO,181751,527721,UPPER MONTAGU 
STREET,51.520256,NO,13/11/2012,Yes,-0.160541 Yes,NO,180733,529596,GREAT WINDMILL 
STREET,51.510685,NO,28/04/2013,NO,-0.1339126 Yes,NO,181336,528994,REGENT 
STREET,51.516247,NO,28/04/2013,NO,-0.1423526 Yes,NO,0,0,Not 
Recorded,0.0,NO,13/04/2012,NO,0.0 NO,NO,180297,530065,CRAIG'S 
COURT,51.506664,Yes,21/09/2012,NO,-0.12731 NO,NO,181032,530423,MARTLETT 
COURT,51.51318,NO,21/09/2012,Yes,-0.1218844 NO,NO,0,0,Not 
Recorded,0.0,Yes,21/09/2012,NO,0.0 NO,NO,180828,530173,ROSE 
